id,datum,start_datum,end_datum,zeit,titel,prenom,referent,postnom,art,ort,youtube,podcast,Zusammenfassung,kursnummer,institution_ort,zoom_link,meeting_id,homepage_link,parent_id,parent_titel,is_subevent,z_kommentare
116,2018-04-20,2018-04-20,2018-04-20,,Unterscheidung der Geister,Dr. ,Christoph Benke,,Vertiefungstag,,,,, ,,,,,,,0,
181,2020-10-23,2020-10-23,2020-10-23,,ES Jahrestagung,Prof. ,Marianne Schlosser,,Tagung,,,,, ,,,,,,,0,
185,2021-02-06,2021-02-06,2021-02-06,,„Im Dunkel wohl geborgen.“ Nachterfahrung bei Edith Stein (1891-1942),Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,online,https://youtu.be/pmUpVPDa2RA,,, ,,,,,,,0,
186,2021-02-25,2021-02-25,2021-02-25,,Unterwegs zur Ewigkeit – Warum der Mensch strukturierte Zeit braucht,,Reinhold Esterbauer,,Vortrag,online,,,, ,,,,,,,0,
188,2021-03-20,2021-03-20,2021-03-20,,Beten mit Edith Stein,P. Dr. ,Roberto Maria Pirastu,OCD,Vortrag,online,https://youtu.be/swAORbbmQ0c,https://www.buzzsprout.com/870355/episodes/8962780.mp3,, ,,,,,,,0,
189,2021-04-10,2021-04-10,2021-04-10,,vom Unglauben über das Denken zum Glauben,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,online,,,, ,,,,,,,0,
190,2021-05-04,2021-05-04,2021-05-04,,Frau und Politik,Dr. ,Beate Beckmann-Zöller,,Vortrag,online,,,, ,,,,,,,0,
191,2021-07-20,2021-07-20,2021-07-20,,Verherrlicht Gott in Eurem Leib,Dr. ,Beate Beckmann-Zöller,,Vortrag,online,,,, ,,,,,,,0,
193,2021-08-07,2021-08-07,2021-08-07,,Edith Stein Fest: Leib ist mehr als Körper,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Edith Stein Fest,,,,, ,,,,,,,0,
196,2021-09-21,2021-09-21,2021-09-21,,Edith Stein und Roman Ingarden,Dr. ,Beate Beckmann-Zöller,,Vortrag,online,,https://www.buzzsprout.com/870355/episodes/10272741.mp3,, ,,,,,,,0,
197,2021-10-09,2021-10-09,2021-10-09,,Sühne/Stellvertretung,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,online,,https://www.buzzsprout.com/870355/episodes/9684030.mp3,, ,,,,,,,0,
195,2021-11-20,2021-11-20,2021-11-20,,Edith Stein und das Phänomen der geistlichen Freundschaft,Dr. ,Beate Beckmann-Zöller,,Vortrag,online,,https://www.buzzsprout.com/870355/episodes/9859038.mp3,, ,,,,,,,0,
198,2021-10-29_2021-10-30,2021-10-29,2021-10-30,,Edith Stein Tagung,,,,Tagung,,,,, ,,,,,,,0,
194,2021-12-11,2021-12-11,2021-12-11,,Weihnachten im Blick Edith Steins: ein Geheimnis,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,online,,,, ,,,,,,,0,
200,2022-01-18,2022-01-18,2022-01-18,,Phänomen des inneren Friedens,Dr. ,Beate Beckmann-Zöller,,Vortrag,online,,https://www.buzzsprout.com/870355/episodes/10084982.mp3,, ,,,,,,,0,
201,2022-02-15,2022-02-15,2022-02-15,,Die wirkliche Welt in ihrer Fülle,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,online,,,, ,,,,,,,0,
203,2022-03-22,2022-03-22,2022-03-22,,Seele als Zugang zur eigenen Tiefe,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,online,,,, ,,https://us02web.zoom.us/j/83535518328,835 3551 8328,,,,0,
202,2022-04-05,2022-04-05,2022-04-05,,Öffnung der menschlichen Grenze zum Dreieinen,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,online,,,, ,,,,,,,0,
204,2022-05-17,2022-05-17,2022-05-17,,Religiöse Erlebnisse und Bekehrungen – Adolf Reinach und Edith Stein,Dr. ,Beate Beckmann-Zöller,,Vortrag,online,,,, ,,,,https://tinyurl.com/AReinachEStein,,,0,
206,2022-06-15,2022-06-15,2022-06-15,,Lebensformen in der Kirche - Edith Steins Antworten auf das Phänomen der Einsamkeit,Dr. ,Beate Beckmann-Zöller,,Vortrag,online,,,, ,,,,,,,0,
207,2022-08-13,2022-08-13,2022-08-13,,"Edith Stein Fest 2022 - Lesung aus dem Gedichtband ""Was aber blieb vom Menschensinn""",,Waltraud Holzer-Mitterhof,,Edith Stein Fest,,,,, ,,,,,,,0,
205,2022-08-28_2022-09-03,2022-08-28,2022-09-03,,Über die Freundschaft,,,,Sommerakademie,,,,, ,,,,,,,0,
208,2022-10-28_2022-10-29,2022-10-28,2022-10-29,,"""Ich will dich sehen, wie du bist""",,,,Tagung,,,,, ,,,,,,,0,
209,2022-11-13,2022-11-13,2022-11-13,,Taufe als Lebenserfüllung und Berufung zum Dienst,P. Dr. ,Lukasz Steinert,OCD,Vortrag,online,,,, ,,,,,,,0,
210,2022-12-13,2022-12-13,2022-12-13,,Der Sohn Gottes kam in die Welt…,P. Dr. ,Roberto Maria Pirastu,OCD,Vortrag,online,,,, ,,,,,,,0,
211,2022-12-20,2022-12-20,2022-12-20,,Il mistero di Natale secondo Edith Stein,P. Dr. ,Roberto Maria Pirastu,OCD,Vortrag,online,,,, ,,,,,,,0,
212,2023-01-14,2023-01-14,2023-01-14,,Berufen zum Leben in Seiner Gegenwart,Dr. ,Tonke Dennebaum,,Vortrag,online,,,"Edith Stein ist dem christlichen Glauben anfangs vor allem auf dem Feld der Philosophie begegnet. Sie erkannte hier einen Schlüssel zur Lehre von der Person und der Frage, was Geschichte ist. Dann jedoch machte sie die Erfahrung, dass Gott kein theoretisches Konstrukt ist und der Glaube sie ganz persönlich betraf. Eindrücklich schreibt sie in einem Brief an Roman Ingarden, was es für sie bedeutet, zum Glauben gefunden zu haben: „Das hat mich von dem Leben befreit, das mich niedergeworfen hatte, und hat mir zugleich die Kraft gegeben, das Leben aufs neue und dankbar wieder aufzunehmen.“ (ESGA 4, S. 106) Es lohnt sich, der Frage nach der Taufe und Firmung Edith Steins anhand ihrer biographischen und geistlichen Texte nachzugehen. Gute Zugänge ergeben sich auch aus den Texten von Kardinal John Henry Newman, der 1845 von der anglikanischen zur römisch-katholischen Kirche konvertiert ist, und dessen Schriften Edith Stein in Speyer, in den Jahren nach ihrer Taufe, übersetzt hat.",130 [VT] ,,,,,,,0,
213,2023-02-13,2023-02-13,2023-02-13,,Sinnvoller Umgang mit dem Leid? Edith Stein und Viktor Frankl,Mag.,Daniela Köder,,Vortrag,Karmelzentrum Wien,,,"Mit eigenem oder auch fremdem Leiden umzugehen - diese Aufgabe stellt sich jedem Menschen in existentieller Weise. Viktor Frankl und Edith Stein haben sich je auf ihre Weise in ihren Leben und Werken damit befasst, darauf eine Antwort zu geben. Wir werden in dem Vortrag einen Einblick in Viktor Frankls Logotherapie und der Möglichkeit des „aufrechten Leidens“ als sinnvoll gestaltetes Leben geben und bei Edith Stein sehen, wie ein freiwillig angenommenes Leiden aus Liebe um Christi und des Nächsten willen fruchtbar werden kann.",131 [VT] ,,,,,,,0,
214,2023-05-20,2023-05-20,2023-05-20,,Edith Stein als Kirchenlehrerin? Standortbestimmung und Prognose,P. Dr. ,Christof Betschart ,OCD,Vortrag,online,,,"Im Frühjahr 2022 hat der Karmeliterorden mit den aktiven und offiziellen Bemühungen zur Ernennung von Edith Stein zur Kirchenlehrerin begonnen. Was ist bisher geschehen? Was ist noch zu tun? Und vor allem: Inwiefern ist es überhaupt sinnvoll Edith Stein als Kirchenlehrerin vorzuschlagen? Die Fragen sollen dabei helfen besser zu verstehen, was wir von Edith Stein erwarten können und was nicht.",132 [VT] ,,,,,,,0,
215,2023-08-09,2023-08-09,2023-08-09,,Friedensgebet,,,,Edith Stein Fest,,,,, ,,,,,,,0,
216,2023-08-20_2023-08-26,2023-08-20,2023-08-26,,Über die Freiheit: Edith Stein Sommerakademie 2023,,,,Sommerakademie,,,,, ,,,,,,,0,
217,2023-09-29,2023-09-29,2023-09-29,,Philologisch-literarisch Charisma Edith Steins,Dr. ,Gudrun Trausmuth,,Vortrag,,,,, ,,,,,,,0,
218,2023-10-20_2023-10-21,2023-10-20,2023-10-21,,Freiheit oder Verantwortung: Edith Stein Tagung 2023,,,,Tagung,,,,, ,,,,,,,0,
219,2023-11-18,2023-11-18,2023-11-18,,Selbstbestimung - oder Freiheit,Prof. ,Hanna-Barbara Gerl-Falkovitz,,Vortrag,,,,, ,,,,,,,0,
220,2024-02-03,2024-02-03,2024-02-03,,Edith Steins Bildungstheorie,Dr. ,Beate Beckmann-Zöller,,Vortrag,,,,, ,,,,,,,0,
221,2024-06-18,2024-06-18,2024-06-18,,Gott im Dunkel der Nacht begegnen,Mag. Dr. ,Justin Arickal,", MBA",Vortrag,,,,, ,,,,,,,0,
222,2024-07-27,2024-07-27,2024-07-27,,Die Demut bei Teresa von Avila,P. ,Peter M. Pendl,OCD,Vortrag,,,,, ,,,,,,,0,
223,2024-08-09,2024-08-09,2024-08-09,,Edith Stein und Europa,P. Dr. ,Roberto Maria Pirastu,OCD,Edith Stein Fest,Karmelitenkirche Wien,https://www.youtube.com/watch?v=yBT5gpYcsIQ,,, ,,,,https://friedensgebet.karmel.at/,,,0,
224,2024-08-25_2024-08-31,2024-08-25,2024-08-31,,Mensch sein - Person werden: Edith Stein Sommerakademie 2024,,,,Sommerakademie,,,,, ,,,,,,,0,
